Block Name,Row ID,avg(alphat),avg(DR),avg(epsilon),avg(k),avg(nut),avg(p),avg(p_rgh),avg(PMV),avg(PPD),avg(qr),avg(T),avg(Top),avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(wallHeatFlux),avg(X),avg(Y),avg(Z),max(alphat),max(DR),max(epsilon),max(k),max(nut),max(p),max(p_rgh),max(PMV),max(PPD),max(qr),max(T),max(Top),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(wallHeatFlux),max(X),max(Y),max(Z),med(alphat),med(DR),med(epsilon),med(k),med(nut),med(p),med(p_rgh),med(PMV),med(PPD),med(qr),med(T),med(Top),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(wallHeatFlux),med(X),med(Y),med(Z),min(alphat),min(DR),min(epsilon),min(k),min(nut),min(p),min(p_rgh),min(PMV),min(PPD),min(qr),min(T),min(Top),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(wallHeatFlux),min(X),min(Y),min(Z),N,q1(alphat),q1(DR),q1(epsilon),q1(k),q1(nut),q1(p),q1(p_rgh),q1(PMV),q1(PPD),q1(qr),q1(T),q1(Top),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(wallHeatFlux),q1(X),q1(Y),q1(Z),q3(alphat),q3(DR),q3(epsilon),q3(k),q3(nut),q3(p),q3(p_rgh),q3(PMV),q3(PPD),q3(qr),q3(T),q3(Top),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(wallHeatFlux),q3(X),q3(Y),q3(Z),std(alphat),std(DR),std(epsilon),std(k),std(nut),std(p),std(p_rgh),std(PMV),std(PPD),std(qr),std(T),std(Top),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(wallHeatFlux),std(X),std(Y),std(Z),sum(alphat),sum(DR),sum(epsilon),sum(k),sum(nut),sum(p),sum(p_rgh),sum(PMV),sum(PPD),sum(qr),sum(T),sum(Top),sum(U (0)),sum(U (1)),sum(U (2)),sum(U (Magnitude)),sum(wallHeatFlux),sum(X),sum(Y),sum(Z),Time,vtkValidPointMask
stats,104,0.137017,50.1223,0.0209613,0.0781943,0.115715,7.87181e+06,7.87296e+06,-52.9515,1286.77,-2.65733,23076.2,23015.4,-0.00946178,0.0132642,0.0319186,0.0358366,2.24208,-2.83617e-08,-0.00171766,1.30055,0.137017,50.1223,0.0209613,0.0781943,0.115715,7.87181e+06,7.87296e+06,-52.9515,1286.77,-2.65733,23076.2,23015.4,-0.00946178,0.0132642,0.0319186,0.0358366,2.24208,-2.83617e-08,-0.00171766,1.30055,0.137017,50.1223,0.0209613,0.0781943,0.115715,7.87181e+06,7.87296e+06,-52.9515,1286.77,-2.65733,23076.2,23015.4,-0.00946178,0.0132642,0.0319186,0.0358366,2.24208,-2.83617e-08,-0.00171766,1.30055,0.137017,50.1223,0.0209613,0.0781943,0.115715,7.87181e+06,7.87296e+06,-52.9515,1286.77,-2.65733,23076.2,23015.4,-0.00946178,0.0132642,0.0319186,0.0358366,2.24208,-2.83617e-08,-0.00171766,1.30055,1,0.137017,50.1223,0.0209613,0.0781943,0.115715,7.87181e+06,7.87296e+06,-52.9515,1286.77,-2.65733,23076.2,23015.4,-0.00946178,0.0132642,0.0319186,0.0358366,2.24208,-2.83617e-08,-0.00171766,1.30055,0.137017,50.1223,0.0209613,0.0781943,0.115715,7.87181e+06,7.87296e+06,-52.9515,1286.77,-2.65733,23076.2,23015.4,-0.00946178,0.0132642,0.0319186,0.0358366,2.24208,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137017,50.1223,0.0209613,0.0781943,0.115715,7.87181e+06,7.87296e+06,-52.9515,1286.77,-2.65733,23076.2,23015.4,-0.00946178,0.0132642,0.0319186,0.0358366,2.24208,-2.83617e-08,-0.00171766,1.30055,10500,1
stats,105,0.126812,50.4383,0.0209248,0.0755184,0.107137,7.87204e+06,7.87321e+06,-53.2502,1307.69,-2.75032,23076.9,23014.2,0.0070745,0.0167783,0.0289154,0.034171,2.2977,-2.83617e-08,-0.00171766,1.30055,0.126812,50.4383,0.0209248,0.0755184,0.107137,7.87204e+06,7.87321e+06,-53.2502,1307.69,-2.75032,23076.9,23014.2,0.0070745,0.0167783,0.0289154,0.034171,2.2977,-2.83617e-08,-0.00171766,1.30055,0.126812,50.4383,0.0209248,0.0755184,0.107137,7.87204e+06,7.87321e+06,-53.2502,1307.69,-2.75032,23076.9,23014.2,0.0070745,0.0167783,0.0289154,0.034171,2.2977,-2.83617e-08,-0.00171766,1.30055,0.126812,50.4383,0.0209248,0.0755184,0.107137,7.87204e+06,7.87321e+06,-53.2502,1307.69,-2.75032,23076.9,23014.2,0.0070745,0.0167783,0.0289154,0.034171,2.2977,-2.83617e-08,-0.00171766,1.30055,1,0.126812,50.4383,0.0209248,0.0755184,0.107137,7.87204e+06,7.87321e+06,-53.2502,1307.69,-2.75032,23076.9,23014.2,0.0070745,0.0167783,0.0289154,0.034171,2.2977,-2.83617e-08,-0.00171766,1.30055,0.126812,50.4383,0.0209248,0.0755184,0.107137,7.87204e+06,7.87321e+06,-53.2502,1307.69,-2.75032,23076.9,23014.2,0.0070745,0.0167783,0.0289154,0.034171,2.2977,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126812,50.4383,0.0209248,0.0755184,0.107137,7.87204e+06,7.87321e+06,-53.2502,1307.69,-2.75032,23076.9,23014.2,0.0070745,0.0167783,0.0289154,0.034171,2.2977,-2.83617e-08,-0.00171766,1.30055,10600,1
stats,106,0.124535,50.2879,0.0209814,0.0748171,0.105226,7.87236e+06,7.87357e+06,-52.8688,1306.52,-2.81928,23077.9,23015.6,-0.0125654,0.0286533,0.0288613,0.0425662,2.31505,-2.83617e-08,-0.00171766,1.30055,0.124535,50.2879,0.0209814,0.0748171,0.105226,7.87236e+06,7.87357e+06,-52.8688,1306.52,-2.81928,23077.9,23015.6,-0.0125654,0.0286533,0.0288613,0.0425662,2.31505,-2.83617e-08,-0.00171766,1.30055,0.124535,50.2879,0.0209814,0.0748171,0.105226,7.87236e+06,7.87357e+06,-52.8688,1306.52,-2.81928,23077.9,23015.6,-0.0125654,0.0286533,0.0288613,0.0425662,2.31505,-2.83617e-08,-0.00171766,1.30055,0.124535,50.2879,0.0209814,0.0748171,0.105226,7.87236e+06,7.87357e+06,-52.8688,1306.52,-2.81928,23077.9,23015.6,-0.0125654,0.0286533,0.0288613,0.0425662,2.31505,-2.83617e-08,-0.00171766,1.30055,1,0.124535,50.2879,0.0209814,0.0748171,0.105226,7.87236e+06,7.87357e+06,-52.8688,1306.52,-2.81928,23077.9,23015.6,-0.0125654,0.0286533,0.0288613,0.0425662,2.31505,-2.83617e-08,-0.00171766,1.30055,0.124535,50.2879,0.0209814,0.0748171,0.105226,7.87236e+06,7.87357e+06,-52.8688,1306.52,-2.81928,23077.9,23015.6,-0.0125654,0.0286533,0.0288613,0.0425662,2.31505,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124535,50.2879,0.0209814,0.0748171,0.105226,7.87236e+06,7.87357e+06,-52.8688,1306.52,-2.81928,23077.9,23015.6,-0.0125654,0.0286533,0.0288613,0.0425662,2.31505,-2.83617e-08,-0.00171766,1.30055,10700,1
stats,107,0.124433,49.5992,0.020852,0.0731524,0.105134,7.87372e+06,7.87489e+06,-51.915,1277.93,-2.78523,23081.9,23018.4,0.0161542,0.00577979,0.0322593,0.036538,2.23259,-2.83617e-08,-0.00171766,1.30055,0.124433,49.5992,0.020852,0.0731524,0.105134,7.87372e+06,7.87489e+06,-51.915,1277.93,-2.78523,23081.9,23018.4,0.0161542,0.00577979,0.0322593,0.036538,2.23259,-2.83617e-08,-0.00171766,1.30055,0.124433,49.5992,0.020852,0.0731524,0.105134,7.87372e+06,7.87489e+06,-51.915,1277.93,-2.78523,23081.9,23018.4,0.0161542,0.00577979,0.0322593,0.036538,2.23259,-2.83617e-08,-0.00171766,1.30055,0.124433,49.5992,0.020852,0.0731524,0.105134,7.87372e+06,7.87489e+06,-51.915,1277.93,-2.78523,23081.9,23018.4,0.0161542,0.00577979,0.0322593,0.036538,2.23259,-2.83617e-08,-0.00171766,1.30055,1,0.124433,49.5992,0.020852,0.0731524,0.105134,7.87372e+06,7.87489e+06,-51.915,1277.93,-2.78523,23081.9,23018.4,0.0161542,0.00577979,0.0322593,0.036538,2.23259,-2.83617e-08,-0.00171766,1.30055,0.124433,49.5992,0.020852,0.0731524,0.105134,7.87372e+06,7.87489e+06,-51.915,1277.93,-2.78523,23081.9,23018.4,0.0161542,0.00577979,0.0322593,0.036538,2.23259,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124433,49.5992,0.020852,0.0731524,0.105134,7.87372e+06,7.87489e+06,-51.915,1277.93,-2.78523,23081.9,23018.4,0.0161542,0.00577979,0.0322593,0.036538,2.23259,-2.83617e-08,-0.00171766,1.30055,10800,1
stats,108,0.118862,49.3886,0.0206718,0.0712141,0.100451,7.87475e+06,7.87591e+06,-51.7641,1279.61,-2.90353,23084.9,23018.4,-0.00268973,0.0151644,0.0313003,0.0348841,2.31526,-2.83617e-08,-0.00171766,1.30055,0.118862,49.3886,0.0206718,0.0712141,0.100451,7.87475e+06,7.87591e+06,-51.7641,1279.61,-2.90353,23084.9,23018.4,-0.00268973,0.0151644,0.0313003,0.0348841,2.31526,-2.83617e-08,-0.00171766,1.30055,0.118862,49.3886,0.0206718,0.0712141,0.100451,7.87475e+06,7.87591e+06,-51.7641,1279.61,-2.90353,23084.9,23018.4,-0.00268973,0.0151644,0.0313003,0.0348841,2.31526,-2.83617e-08,-0.00171766,1.30055,0.118862,49.3886,0.0206718,0.0712141,0.100451,7.87475e+06,7.87591e+06,-51.7641,1279.61,-2.90353,23084.9,23018.4,-0.00268973,0.0151644,0.0313003,0.0348841,2.31526,-2.83617e-08,-0.00171766,1.30055,1,0.118862,49.3886,0.0206718,0.0712141,0.100451,7.87475e+06,7.87591e+06,-51.7641,1279.61,-2.90353,23084.9,23018.4,-0.00268973,0.0151644,0.0313003,0.0348841,2.31526,-2.83617e-08,-0.00171766,1.30055,0.118862,49.3886,0.0206718,0.0712141,0.100451,7.87475e+06,7.87591e+06,-51.7641,1279.61,-2.90353,23084.9,23018.4,-0.00268973,0.0151644,0.0313003,0.0348841,2.31526,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118862,49.3886,0.0206718,0.0712141,0.100451,7.87475e+06,7.87591e+06,-51.7641,1279.61,-2.90353,23084.9,23018.4,-0.00268973,0.0151644,0.0313003,0.0348841,2.31526,-2.83617e-08,-0.00171766,1.30055,10900,1
stats,109,0.120178,48.0195,0.0204807,0.0710246,0.101554,7.87528e+06,7.87645e+06,-50.756,1250.83,-2.82515,23086.5,23021.9,0.00874591,0.00548947,0.0326652,0.0342584,2.1823,-2.83617e-08,-0.00171766,1.30055,0.120178,48.0195,0.0204807,0.0710246,0.101554,7.87528e+06,7.87645e+06,-50.756,1250.83,-2.82515,23086.5,23021.9,0.00874591,0.00548947,0.0326652,0.0342584,2.1823,-2.83617e-08,-0.00171766,1.30055,0.120178,48.0195,0.0204807,0.0710246,0.101554,7.87528e+06,7.87645e+06,-50.756,1250.83,-2.82515,23086.5,23021.9,0.00874591,0.00548947,0.0326652,0.0342584,2.1823,-2.83617e-08,-0.00171766,1.30055,0.120178,48.0195,0.0204807,0.0710246,0.101554,7.87528e+06,7.87645e+06,-50.756,1250.83,-2.82515,23086.5,23021.9,0.00874591,0.00548947,0.0326652,0.0342584,2.1823,-2.83617e-08,-0.00171766,1.30055,1,0.120178,48.0195,0.0204807,0.0710246,0.101554,7.87528e+06,7.87645e+06,-50.756,1250.83,-2.82515,23086.5,23021.9,0.00874591,0.00548947,0.0326652,0.0342584,2.1823,-2.83617e-08,-0.00171766,1.30055,0.120178,48.0195,0.0204807,0.0710246,0.101554,7.87528e+06,7.87645e+06,-50.756,1250.83,-2.82515,23086.5,23021.9,0.00874591,0.00548947,0.0326652,0.0342584,2.1823,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120178,48.0195,0.0204807,0.0710246,0.101554,7.87528e+06,7.87645e+06,-50.756,1250.83,-2.82515,23086.5,23021.9,0.00874591,0.00548947,0.0326652,0.0342584,2.1823,-2.83617e-08,-0.00171766,1.30055,11000,1
stats,110,0.119695,47.9375,0.0202853,0.069883,0.101146,7.87571e+06,7.87689e+06,-50.7185,1252.3,-2.83866,23087.7,23021.8,0.0123639,0.0056604,0.0342187,0.0368215,2.16448,-2.83617e-08,-0.00171766,1.30055,0.119695,47.9375,0.0202853,0.069883,0.101146,7.87571e+06,7.87689e+06,-50.7185,1252.3,-2.83866,23087.7,23021.8,0.0123639,0.0056604,0.0342187,0.0368215,2.16448,-2.83617e-08,-0.00171766,1.30055,0.119695,47.9375,0.0202853,0.069883,0.101146,7.87571e+06,7.87689e+06,-50.7185,1252.3,-2.83866,23087.7,23021.8,0.0123639,0.0056604,0.0342187,0.0368215,2.16448,-2.83617e-08,-0.00171766,1.30055,0.119695,47.9375,0.0202853,0.069883,0.101146,7.87571e+06,7.87689e+06,-50.7185,1252.3,-2.83866,23087.7,23021.8,0.0123639,0.0056604,0.0342187,0.0368215,2.16448,-2.83617e-08,-0.00171766,1.30055,1,0.119695,47.9375,0.0202853,0.069883,0.101146,7.87571e+06,7.87689e+06,-50.7185,1252.3,-2.83866,23087.7,23021.8,0.0123639,0.0056604,0.0342187,0.0368215,2.16448,-2.83617e-08,-0.00171766,1.30055,0.119695,47.9375,0.0202853,0.069883,0.101146,7.87571e+06,7.87689e+06,-50.7185,1252.3,-2.83866,23087.7,23021.8,0.0123639,0.0056604,0.0342187,0.0368215,2.16448,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119695,47.9375,0.0202853,0.069883,0.101146,7.87571e+06,7.87689e+06,-50.7185,1252.3,-2.83866,23087.7,23021.8,0.0123639,0.0056604,0.0342187,0.0368215,2.16448,-2.83617e-08,-0.00171766,1.30055,11100,1
stats,111,0.119452,47.1662,0.0200418,0.068813,0.100938,7.87628e+06,7.87747e+06,-50.3632,1243.13,-2.87393,23089.4,23022.9,0.00374027,0.0142124,0.0331578,0.0362687,2.16405,-2.83617e-08,-0.00171766,1.30055,0.119452,47.1662,0.0200418,0.068813,0.100938,7.87628e+06,7.87747e+06,-50.3632,1243.13,-2.87393,23089.4,23022.9,0.00374027,0.0142124,0.0331578,0.0362687,2.16405,-2.83617e-08,-0.00171766,1.30055,0.119452,47.1662,0.0200418,0.068813,0.100938,7.87628e+06,7.87747e+06,-50.3632,1243.13,-2.87393,23089.4,23022.9,0.00374027,0.0142124,0.0331578,0.0362687,2.16405,-2.83617e-08,-0.00171766,1.30055,0.119452,47.1662,0.0200418,0.068813,0.100938,7.87628e+06,7.87747e+06,-50.3632,1243.13,-2.87393,23089.4,23022.9,0.00374027,0.0142124,0.0331578,0.0362687,2.16405,-2.83617e-08,-0.00171766,1.30055,1,0.119452,47.1662,0.0200418,0.068813,0.100938,7.87628e+06,7.87747e+06,-50.3632,1243.13,-2.87393,23089.4,23022.9,0.00374027,0.0142124,0.0331578,0.0362687,2.16405,-2.83617e-08,-0.00171766,1.30055,0.119452,47.1662,0.0200418,0.068813,0.100938,7.87628e+06,7.87747e+06,-50.3632,1243.13,-2.87393,23089.4,23022.9,0.00374027,0.0142124,0.0331578,0.0362687,2.16405,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119452,47.1662,0.0200418,0.068813,0.100938,7.87628e+06,7.87747e+06,-50.3632,1243.13,-2.87393,23089.4,23022.9,0.00374027,0.0142124,0.0331578,0.0362687,2.16405,-2.83617e-08,-0.00171766,1.30055,11200,1
stats,112,0.11885,46.9436,0.0199316,0.0685341,0.100432,7.87651e+06,7.8777e+06,-49.8388,1230.15,-2.89738,23090.1,23024.7,-0.021714,0.0161591,0.0336423,0.0431789,2.14717,-2.83617e-08,-0.00171766,1.30055,0.11885,46.9436,0.0199316,0.0685341,0.100432,7.87651e+06,7.8777e+06,-49.8388,1230.15,-2.89738,23090.1,23024.7,-0.021714,0.0161591,0.0336423,0.0431789,2.14717,-2.83617e-08,-0.00171766,1.30055,0.11885,46.9436,0.0199316,0.0685341,0.100432,7.87651e+06,7.8777e+06,-49.8388,1230.15,-2.89738,23090.1,23024.7,-0.021714,0.0161591,0.0336423,0.0431789,2.14717,-2.83617e-08,-0.00171766,1.30055,0.11885,46.9436,0.0199316,0.0685341,0.100432,7.87651e+06,7.8777e+06,-49.8388,1230.15,-2.89738,23090.1,23024.7,-0.021714,0.0161591,0.0336423,0.0431789,2.14717,-2.83617e-08,-0.00171766,1.30055,1,0.11885,46.9436,0.0199316,0.0685341,0.100432,7.87651e+06,7.8777e+06,-49.8388,1230.15,-2.89738,23090.1,23024.7,-0.021714,0.0161591,0.0336423,0.0431789,2.14717,-2.83617e-08,-0.00171766,1.30055,0.11885,46.9436,0.0199316,0.0685341,0.100432,7.87651e+06,7.8777e+06,-49.8388,1230.15,-2.89738,23090.1,23024.7,-0.021714,0.0161591,0.0336423,0.0431789,2.14717,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11885,46.9436,0.0199316,0.0685341,0.100432,7.87651e+06,7.8777e+06,-49.8388,1230.15,-2.89738,23090.1,23024.7,-0.021714,0.0161591,0.0336423,0.0431789,2.14717,-2.83617e-08,-0.00171766,1.30055,11300,1
stats,113,0.120022,46.4329,0.0197369,0.0679779,0.101416,7.87672e+06,7.87791e+06,-49.9377,1233.96,-2.93136,23090.7,23024.2,-0.0100086,0.0218903,0.0313344,0.039512,2.16168,-2.83617e-08,-0.00171766,1.30055,0.120022,46.4329,0.0197369,0.0679779,0.101416,7.87672e+06,7.87791e+06,-49.9377,1233.96,-2.93136,23090.7,23024.2,-0.0100086,0.0218903,0.0313344,0.039512,2.16168,-2.83617e-08,-0.00171766,1.30055,0.120022,46.4329,0.0197369,0.0679779,0.101416,7.87672e+06,7.87791e+06,-49.9377,1233.96,-2.93136,23090.7,23024.2,-0.0100086,0.0218903,0.0313344,0.039512,2.16168,-2.83617e-08,-0.00171766,1.30055,0.120022,46.4329,0.0197369,0.0679779,0.101416,7.87672e+06,7.87791e+06,-49.9377,1233.96,-2.93136,23090.7,23024.2,-0.0100086,0.0218903,0.0313344,0.039512,2.16168,-2.83617e-08,-0.00171766,1.30055,1,0.120022,46.4329,0.0197369,0.0679779,0.101416,7.87672e+06,7.87791e+06,-49.9377,1233.96,-2.93136,23090.7,23024.2,-0.0100086,0.0218903,0.0313344,0.039512,2.16168,-2.83617e-08,-0.00171766,1.30055,0.120022,46.4329,0.0197369,0.0679779,0.101416,7.87672e+06,7.87791e+06,-49.9377,1233.96,-2.93136,23090.7,23024.2,-0.0100086,0.0218903,0.0313344,0.039512,2.16168,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120022,46.4329,0.0197369,0.0679779,0.101416,7.87672e+06,7.87791e+06,-49.9377,1233.96,-2.93136,23090.7,23024.2,-0.0100086,0.0218903,0.0313344,0.039512,2.16168,-2.83617e-08,-0.00171766,1.30055,11400,1
stats,114,0.118592,46.2192,0.0195595,0.0672142,0.100214,7.87702e+06,7.87817e+06,-49.8004,1232.16,-2.88399,23091.6,23024.6,0.0127203,0.00925193,0.0330408,0.0365937,2.09918,-2.83617e-08,-0.00171766,1.30055,0.118592,46.2192,0.0195595,0.0672142,0.100214,7.87702e+06,7.87817e+06,-49.8004,1232.16,-2.88399,23091.6,23024.6,0.0127203,0.00925193,0.0330408,0.0365937,2.09918,-2.83617e-08,-0.00171766,1.30055,0.118592,46.2192,0.0195595,0.0672142,0.100214,7.87702e+06,7.87817e+06,-49.8004,1232.16,-2.88399,23091.6,23024.6,0.0127203,0.00925193,0.0330408,0.0365937,2.09918,-2.83617e-08,-0.00171766,1.30055,0.118592,46.2192,0.0195595,0.0672142,0.100214,7.87702e+06,7.87817e+06,-49.8004,1232.16,-2.88399,23091.6,23024.6,0.0127203,0.00925193,0.0330408,0.0365937,2.09918,-2.83617e-08,-0.00171766,1.30055,1,0.118592,46.2192,0.0195595,0.0672142,0.100214,7.87702e+06,7.87817e+06,-49.8004,1232.16,-2.88399,23091.6,23024.6,0.0127203,0.00925193,0.0330408,0.0365937,2.09918,-2.83617e-08,-0.00171766,1.30055,0.118592,46.2192,0.0195595,0.0672142,0.100214,7.87702e+06,7.87817e+06,-49.8004,1232.16,-2.88399,23091.6,23024.6,0.0127203,0.00925193,0.0330408,0.0365937,2.09918,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118592,46.2192,0.0195595,0.0672142,0.100214,7.87702e+06,7.87817e+06,-49.8004,1232.16,-2.88399,23091.6,23024.6,0.0127203,0.00925193,0.0330408,0.0365937,2.09918,-2.83617e-08,-0.00171766,1.30055,11500,1
stats,115,0.118179,45.9596,0.0194383,0.0668898,0.0998658,7.87704e+06,7.87824e+06,-49.7335,1231.39,-2.90447,23091.6,23024.8,0.0101911,0.011388,0.0338613,0.0371502,2.10119,-2.83617e-08,-0.00171766,1.30055,0.118179,45.9596,0.0194383,0.0668898,0.0998658,7.87704e+06,7.87824e+06,-49.7335,1231.39,-2.90447,23091.6,23024.8,0.0101911,0.011388,0.0338613,0.0371502,2.10119,-2.83617e-08,-0.00171766,1.30055,0.118179,45.9596,0.0194383,0.0668898,0.0998658,7.87704e+06,7.87824e+06,-49.7335,1231.39,-2.90447,23091.6,23024.8,0.0101911,0.011388,0.0338613,0.0371502,2.10119,-2.83617e-08,-0.00171766,1.30055,0.118179,45.9596,0.0194383,0.0668898,0.0998658,7.87704e+06,7.87824e+06,-49.7335,1231.39,-2.90447,23091.6,23024.8,0.0101911,0.011388,0.0338613,0.0371502,2.10119,-2.83617e-08,-0.00171766,1.30055,1,0.118179,45.9596,0.0194383,0.0668898,0.0998658,7.87704e+06,7.87824e+06,-49.7335,1231.39,-2.90447,23091.6,23024.8,0.0101911,0.011388,0.0338613,0.0371502,2.10119,-2.83617e-08,-0.00171766,1.30055,0.118179,45.9596,0.0194383,0.0668898,0.0998658,7.87704e+06,7.87824e+06,-49.7335,1231.39,-2.90447,23091.6,23024.8,0.0101911,0.011388,0.0338613,0.0371502,2.10119,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118179,45.9596,0.0194383,0.0668898,0.0998658,7.87704e+06,7.87824e+06,-49.7335,1231.39,-2.90447,23091.6,23024.8,0.0101911,0.011388,0.0338613,0.0371502,2.10119,-2.83617e-08,-0.00171766,1.30055,11600,1
stats,116,0.120137,45.4318,0.0193369,0.0670686,0.101509,7.87706e+06,7.87825e+06,-49.5337,1224.5,-2.88082,23091.7,23025.5,0.00491887,0.0140776,0.0303853,0.0338473,2.06159,-2.83617e-08,-0.00171766,1.30055,0.120137,45.4318,0.0193369,0.0670686,0.101509,7.87706e+06,7.87825e+06,-49.5337,1224.5,-2.88082,23091.7,23025.5,0.00491887,0.0140776,0.0303853,0.0338473,2.06159,-2.83617e-08,-0.00171766,1.30055,0.120137,45.4318,0.0193369,0.0670686,0.101509,7.87706e+06,7.87825e+06,-49.5337,1224.5,-2.88082,23091.7,23025.5,0.00491887,0.0140776,0.0303853,0.0338473,2.06159,-2.83617e-08,-0.00171766,1.30055,0.120137,45.4318,0.0193369,0.0670686,0.101509,7.87706e+06,7.87825e+06,-49.5337,1224.5,-2.88082,23091.7,23025.5,0.00491887,0.0140776,0.0303853,0.0338473,2.06159,-2.83617e-08,-0.00171766,1.30055,1,0.120137,45.4318,0.0193369,0.0670686,0.101509,7.87706e+06,7.87825e+06,-49.5337,1224.5,-2.88082,23091.7,23025.5,0.00491887,0.0140776,0.0303853,0.0338473,2.06159,-2.83617e-08,-0.00171766,1.30055,0.120137,45.4318,0.0193369,0.0670686,0.101509,7.87706e+06,7.87825e+06,-49.5337,1224.5,-2.88082,23091.7,23025.5,0.00491887,0.0140776,0.0303853,0.0338473,2.06159,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120137,45.4318,0.0193369,0.0670686,0.101509,7.87706e+06,7.87825e+06,-49.5337,1224.5,-2.88082,23091.7,23025.5,0.00491887,0.0140776,0.0303853,0.0338473,2.06159,-2.83617e-08,-0.00171766,1.30055,11700,1
stats,117,0.119431,45.6443,0.0192388,0.0664912,0.100915,7.87695e+06,7.87811e+06,-49.8442,1234.24,-2.95031,23091.4,23024.4,-0.0101326,0.0110954,0.0317755,0.0351491,2.12383,-2.83617e-08,-0.00171766,1.30055,0.119431,45.6443,0.0192388,0.0664912,0.100915,7.87695e+06,7.87811e+06,-49.8442,1234.24,-2.95031,23091.4,23024.4,-0.0101326,0.0110954,0.0317755,0.0351491,2.12383,-2.83617e-08,-0.00171766,1.30055,0.119431,45.6443,0.0192388,0.0664912,0.100915,7.87695e+06,7.87811e+06,-49.8442,1234.24,-2.95031,23091.4,23024.4,-0.0101326,0.0110954,0.0317755,0.0351491,2.12383,-2.83617e-08,-0.00171766,1.30055,0.119431,45.6443,0.0192388,0.0664912,0.100915,7.87695e+06,7.87811e+06,-49.8442,1234.24,-2.95031,23091.4,23024.4,-0.0101326,0.0110954,0.0317755,0.0351491,2.12383,-2.83617e-08,-0.00171766,1.30055,1,0.119431,45.6443,0.0192388,0.0664912,0.100915,7.87695e+06,7.87811e+06,-49.8442,1234.24,-2.95031,23091.4,23024.4,-0.0101326,0.0110954,0.0317755,0.0351491,2.12383,-2.83617e-08,-0.00171766,1.30055,0.119431,45.6443,0.0192388,0.0664912,0.100915,7.87695e+06,7.87811e+06,-49.8442,1234.24,-2.95031,23091.4,23024.4,-0.0101326,0.0110954,0.0317755,0.0351491,2.12383,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119431,45.6443,0.0192388,0.0664912,0.100915,7.87695e+06,7.87811e+06,-49.8442,1234.24,-2.95031,23091.4,23024.4,-0.0101326,0.0110954,0.0317755,0.0351491,2.12383,-2.83617e-08,-0.00171766,1.30055,11800,1
