Block Name,Row ID,avg(alphat),avg(DR),avg(epsilon),avg(k),avg(nut),avg(p),avg(p_rgh),avg(PMV),avg(PPD),avg(qr),avg(T),avg(Top),avg(U (0)),avg(U (1)),avg(U (2)),avg(U (Magnitude)),avg(wallHeatFlux),avg(X),avg(Y),avg(Z),max(alphat),max(DR),max(epsilon),max(k),max(nut),max(p),max(p_rgh),max(PMV),max(PPD),max(qr),max(T),max(Top),max(U (0)),max(U (1)),max(U (2)),max(U (Magnitude)),max(wallHeatFlux),max(X),max(Y),max(Z),med(alphat),med(DR),med(epsilon),med(k),med(nut),med(p),med(p_rgh),med(PMV),med(PPD),med(qr),med(T),med(Top),med(U (0)),med(U (1)),med(U (2)),med(U (Magnitude)),med(wallHeatFlux),med(X),med(Y),med(Z),min(alphat),min(DR),min(epsilon),min(k),min(nut),min(p),min(p_rgh),min(PMV),min(PPD),min(qr),min(T),min(Top),min(U (0)),min(U (1)),min(U (2)),min(U (Magnitude)),min(wallHeatFlux),min(X),min(Y),min(Z),N,q1(alphat),q1(DR),q1(epsilon),q1(k),q1(nut),q1(p),q1(p_rgh),q1(PMV),q1(PPD),q1(qr),q1(T),q1(Top),q1(U (0)),q1(U (1)),q1(U (2)),q1(U (Magnitude)),q1(wallHeatFlux),q1(X),q1(Y),q1(Z),q3(alphat),q3(DR),q3(epsilon),q3(k),q3(nut),q3(p),q3(p_rgh),q3(PMV),q3(PPD),q3(qr),q3(T),q3(Top),q3(U (0)),q3(U (1)),q3(U (2)),q3(U (Magnitude)),q3(wallHeatFlux),q3(X),q3(Y),q3(Z),std(alphat),std(DR),std(epsilon),std(k),std(nut),std(p),std(p_rgh),std(PMV),std(PPD),std(qr),std(T),std(Top),std(U (0)),std(U (1)),std(U (2)),std(U (Magnitude)),std(wallHeatFlux),std(X),std(Y),std(Z),sum(alphat),sum(DR),sum(epsilon),sum(k),sum(nut),sum(p),sum(p_rgh),sum(PMV),sum(PPD),sum(qr),sum(T),sum(Top),sum(U (0)),sum(U (1)),sum(U (2)),sum(U (Magnitude)),sum(wallHeatFlux),sum(X),sum(Y),sum(Z),Time,vtkValidPointMask
stats,51,0.116128,44.4518,0.0189034,0.0649627,0.0981302,7.87803e+06,7.87918e+06,-49.1099,1216.59,-2.98342,23094.6,23026.6,-0.00555198,0.0180027,0.0301585,0.0355592,2.08624,-2.83617e-08,-0.00171766,1.30055,0.116128,44.4518,0.0189034,0.0649627,0.0981302,7.87803e+06,7.87918e+06,-49.1099,1216.59,-2.98342,23094.6,23026.6,-0.00555198,0.0180027,0.0301585,0.0355592,2.08624,-2.83617e-08,-0.00171766,1.30055,0.116128,44.4518,0.0189034,0.0649627,0.0981302,7.87803e+06,7.87918e+06,-49.1099,1216.59,-2.98342,23094.6,23026.6,-0.00555198,0.0180027,0.0301585,0.0355592,2.08624,-2.83617e-08,-0.00171766,1.30055,0.116128,44.4518,0.0189034,0.0649627,0.0981302,7.87803e+06,7.87918e+06,-49.1099,1216.59,-2.98342,23094.6,23026.6,-0.00555198,0.0180027,0.0301585,0.0355592,2.08624,-2.83617e-08,-0.00171766,1.30055,1,0.116128,44.4518,0.0189034,0.0649627,0.0981302,7.87803e+06,7.87918e+06,-49.1099,1216.59,-2.98342,23094.6,23026.6,-0.00555198,0.0180027,0.0301585,0.0355592,2.08624,-2.83617e-08,-0.00171766,1.30055,0.116128,44.4518,0.0189034,0.0649627,0.0981302,7.87803e+06,7.87918e+06,-49.1099,1216.59,-2.98342,23094.6,23026.6,-0.00555198,0.0180027,0.0301585,0.0355592,2.08624,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116128,44.4518,0.0189034,0.0649627,0.0981302,7.87803e+06,7.87918e+06,-49.1099,1216.59,-2.98342,23094.6,23026.6,-0.00555198,0.0180027,0.0301585,0.0355592,2.08624,-2.83617e-08,-0.00171766,1.30055,5200,1
stats,52,0.116605,44.6963,0.0188801,0.0658732,0.098533,7.87772e+06,7.87887e+06,-48.8438,1207.38,-2.84872,23093.6,23027.8,-0.0117139,0.00647234,0.0336726,0.0362346,1.94883,-2.83617e-08,-0.00171766,1.30055,0.116605,44.6963,0.0188801,0.0658732,0.098533,7.87772e+06,7.87887e+06,-48.8438,1207.38,-2.84872,23093.6,23027.8,-0.0117139,0.00647234,0.0336726,0.0362346,1.94883,-2.83617e-08,-0.00171766,1.30055,0.116605,44.6963,0.0188801,0.0658732,0.098533,7.87772e+06,7.87887e+06,-48.8438,1207.38,-2.84872,23093.6,23027.8,-0.0117139,0.00647234,0.0336726,0.0362346,1.94883,-2.83617e-08,-0.00171766,1.30055,0.116605,44.6963,0.0188801,0.0658732,0.098533,7.87772e+06,7.87887e+06,-48.8438,1207.38,-2.84872,23093.6,23027.8,-0.0117139,0.00647234,0.0336726,0.0362346,1.94883,-2.83617e-08,-0.00171766,1.30055,1,0.116605,44.6963,0.0188801,0.0658732,0.098533,7.87772e+06,7.87887e+06,-48.8438,1207.38,-2.84872,23093.6,23027.8,-0.0117139,0.00647234,0.0336726,0.0362346,1.94883,-2.83617e-08,-0.00171766,1.30055,0.116605,44.6963,0.0188801,0.0658732,0.098533,7.87772e+06,7.87887e+06,-48.8438,1207.38,-2.84872,23093.6,23027.8,-0.0117139,0.00647234,0.0336726,0.0362346,1.94883,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116605,44.6963,0.0188801,0.0658732,0.098533,7.87772e+06,7.87887e+06,-48.8438,1207.38,-2.84872,23093.6,23027.8,-0.0117139,0.00647234,0.0336726,0.0362346,1.94883,-2.83617e-08,-0.00171766,1.30055,5300,1
stats,53,0.119841,43.9396,0.0188303,0.0655568,0.101252,7.87752e+06,7.87871e+06,-49.3532,1219.63,-2.91963,23093.1,23025.9,0.0158276,0.00626327,0.0338126,0.0378554,2.02721,-2.83617e-08,-0.00171766,1.30055,0.119841,43.9396,0.0188303,0.0655568,0.101252,7.87752e+06,7.87871e+06,-49.3532,1219.63,-2.91963,23093.1,23025.9,0.0158276,0.00626327,0.0338126,0.0378554,2.02721,-2.83617e-08,-0.00171766,1.30055,0.119841,43.9396,0.0188303,0.0655568,0.101252,7.87752e+06,7.87871e+06,-49.3532,1219.63,-2.91963,23093.1,23025.9,0.0158276,0.00626327,0.0338126,0.0378554,2.02721,-2.83617e-08,-0.00171766,1.30055,0.119841,43.9396,0.0188303,0.0655568,0.101252,7.87752e+06,7.87871e+06,-49.3532,1219.63,-2.91963,23093.1,23025.9,0.0158276,0.00626327,0.0338126,0.0378554,2.02721,-2.83617e-08,-0.00171766,1.30055,1,0.119841,43.9396,0.0188303,0.0655568,0.101252,7.87752e+06,7.87871e+06,-49.3532,1219.63,-2.91963,23093.1,23025.9,0.0158276,0.00626327,0.0338126,0.0378554,2.02721,-2.83617e-08,-0.00171766,1.30055,0.119841,43.9396,0.0188303,0.0655568,0.101252,7.87752e+06,7.87871e+06,-49.3532,1219.63,-2.91963,23093.1,23025.9,0.0158276,0.00626327,0.0338126,0.0378554,2.02721,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119841,43.9396,0.0188303,0.0655568,0.101252,7.87752e+06,7.87871e+06,-49.3532,1219.63,-2.91963,23093.1,23025.9,0.0158276,0.00626327,0.0338126,0.0378554,2.02721,-2.83617e-08,-0.00171766,1.30055,5400,1
stats,54,0.117469,44.0202,0.0187523,0.0650259,0.099259,7.87688e+06,7.87805e+06,-49.9105,1237.79,-2.93247,23091.2,23024.2,-0.0115088,0.012877,0.0334859,0.0376773,2.04624,-2.83617e-08,-0.00171766,1.30055,0.117469,44.0202,0.0187523,0.0650259,0.099259,7.87688e+06,7.87805e+06,-49.9105,1237.79,-2.93247,23091.2,23024.2,-0.0115088,0.012877,0.0334859,0.0376773,2.04624,-2.83617e-08,-0.00171766,1.30055,0.117469,44.0202,0.0187523,0.0650259,0.099259,7.87688e+06,7.87805e+06,-49.9105,1237.79,-2.93247,23091.2,23024.2,-0.0115088,0.012877,0.0334859,0.0376773,2.04624,-2.83617e-08,-0.00171766,1.30055,0.117469,44.0202,0.0187523,0.0650259,0.099259,7.87688e+06,7.87805e+06,-49.9105,1237.79,-2.93247,23091.2,23024.2,-0.0115088,0.012877,0.0334859,0.0376773,2.04624,-2.83617e-08,-0.00171766,1.30055,1,0.117469,44.0202,0.0187523,0.0650259,0.099259,7.87688e+06,7.87805e+06,-49.9105,1237.79,-2.93247,23091.2,23024.2,-0.0115088,0.012877,0.0334859,0.0376773,2.04624,-2.83617e-08,-0.00171766,1.30055,0.117469,44.0202,0.0187523,0.0650259,0.099259,7.87688e+06,7.87805e+06,-49.9105,1237.79,-2.93247,23091.2,23024.2,-0.0115088,0.012877,0.0334859,0.0376773,2.04624,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117469,44.0202,0.0187523,0.0650259,0.099259,7.87688e+06,7.87805e+06,-49.9105,1237.79,-2.93247,23091.2,23024.2,-0.0115088,0.012877,0.0334859,0.0376773,2.04624,-2.83617e-08,-0.00171766,1.30055,5500,1
stats,55,0.118098,44.3222,0.0187862,0.0652692,0.0997878,7.8767e+06,7.87786e+06,-50.0788,1242.07,-2.96771,23090.7,23023.7,-0.0137083,0.0156551,0.0346001,0.0403753,2.08108,-2.83617e-08,-0.00171766,1.30055,0.118098,44.3222,0.0187862,0.0652692,0.0997878,7.8767e+06,7.87786e+06,-50.0788,1242.07,-2.96771,23090.7,23023.7,-0.0137083,0.0156551,0.0346001,0.0403753,2.08108,-2.83617e-08,-0.00171766,1.30055,0.118098,44.3222,0.0187862,0.0652692,0.0997878,7.8767e+06,7.87786e+06,-50.0788,1242.07,-2.96771,23090.7,23023.7,-0.0137083,0.0156551,0.0346001,0.0403753,2.08108,-2.83617e-08,-0.00171766,1.30055,0.118098,44.3222,0.0187862,0.0652692,0.0997878,7.8767e+06,7.87786e+06,-50.0788,1242.07,-2.96771,23090.7,23023.7,-0.0137083,0.0156551,0.0346001,0.0403753,2.08108,-2.83617e-08,-0.00171766,1.30055,1,0.118098,44.3222,0.0187862,0.0652692,0.0997878,7.8767e+06,7.87786e+06,-50.0788,1242.07,-2.96771,23090.7,23023.7,-0.0137083,0.0156551,0.0346001,0.0403753,2.08108,-2.83617e-08,-0.00171766,1.30055,0.118098,44.3222,0.0187862,0.0652692,0.0997878,7.8767e+06,7.87786e+06,-50.0788,1242.07,-2.96771,23090.7,23023.7,-0.0137083,0.0156551,0.0346001,0.0403753,2.08108,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118098,44.3222,0.0187862,0.0652692,0.0997878,7.8767e+06,7.87786e+06,-50.0788,1242.07,-2.96771,23090.7,23023.7,-0.0137083,0.0156551,0.0346001,0.0403753,2.08108,-2.83617e-08,-0.00171766,1.30055,5600,1
stats,56,0.117443,44.1702,0.01875,0.0650593,0.0992373,7.87634e+06,7.87754e+06,-50.5182,1256.08,-2.94759,23089.6,23022.2,-0.00792703,0.004978,0.0325927,0.0339102,2.07109,-2.83617e-08,-0.00171766,1.30055,0.117443,44.1702,0.01875,0.0650593,0.0992373,7.87634e+06,7.87754e+06,-50.5182,1256.08,-2.94759,23089.6,23022.2,-0.00792703,0.004978,0.0325927,0.0339102,2.07109,-2.83617e-08,-0.00171766,1.30055,0.117443,44.1702,0.01875,0.0650593,0.0992373,7.87634e+06,7.87754e+06,-50.5182,1256.08,-2.94759,23089.6,23022.2,-0.00792703,0.004978,0.0325927,0.0339102,2.07109,-2.83617e-08,-0.00171766,1.30055,0.117443,44.1702,0.01875,0.0650593,0.0992373,7.87634e+06,7.87754e+06,-50.5182,1256.08,-2.94759,23089.6,23022.2,-0.00792703,0.004978,0.0325927,0.0339102,2.07109,-2.83617e-08,-0.00171766,1.30055,1,0.117443,44.1702,0.01875,0.0650593,0.0992373,7.87634e+06,7.87754e+06,-50.5182,1256.08,-2.94759,23089.6,23022.2,-0.00792703,0.004978,0.0325927,0.0339102,2.07109,-2.83617e-08,-0.00171766,1.30055,0.117443,44.1702,0.01875,0.0650593,0.0992373,7.87634e+06,7.87754e+06,-50.5182,1256.08,-2.94759,23089.6,23022.2,-0.00792703,0.004978,0.0325927,0.0339102,2.07109,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117443,44.1702,0.01875,0.0650593,0.0992373,7.87634e+06,7.87754e+06,-50.5182,1256.08,-2.94759,23089.6,23022.2,-0.00792703,0.004978,0.0325927,0.0339102,2.07109,-2.83617e-08,-0.00171766,1.30055,5700,1
stats,57,0.117544,44.4203,0.0187208,0.0651425,0.0993213,7.87602e+06,7.87719e+06,-50.705,1260.76,-2.98422,23088.7,23021.7,-0.0104176,0.0257679,0.0324166,0.0427007,2.10689,-2.83617e-08,-0.00171766,1.30055,0.117544,44.4203,0.0187208,0.0651425,0.0993213,7.87602e+06,7.87719e+06,-50.705,1260.76,-2.98422,23088.7,23021.7,-0.0104176,0.0257679,0.0324166,0.0427007,2.10689,-2.83617e-08,-0.00171766,1.30055,0.117544,44.4203,0.0187208,0.0651425,0.0993213,7.87602e+06,7.87719e+06,-50.705,1260.76,-2.98422,23088.7,23021.7,-0.0104176,0.0257679,0.0324166,0.0427007,2.10689,-2.83617e-08,-0.00171766,1.30055,0.117544,44.4203,0.0187208,0.0651425,0.0993213,7.87602e+06,7.87719e+06,-50.705,1260.76,-2.98422,23088.7,23021.7,-0.0104176,0.0257679,0.0324166,0.0427007,2.10689,-2.83617e-08,-0.00171766,1.30055,1,0.117544,44.4203,0.0187208,0.0651425,0.0993213,7.87602e+06,7.87719e+06,-50.705,1260.76,-2.98422,23088.7,23021.7,-0.0104176,0.0257679,0.0324166,0.0427007,2.10689,-2.83617e-08,-0.00171766,1.30055,0.117544,44.4203,0.0187208,0.0651425,0.0993213,7.87602e+06,7.87719e+06,-50.705,1260.76,-2.98422,23088.7,23021.7,-0.0104176,0.0257679,0.0324166,0.0427007,2.10689,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117544,44.4203,0.0187208,0.0651425,0.0993213,7.87602e+06,7.87719e+06,-50.705,1260.76,-2.98422,23088.7,23021.7,-0.0104176,0.0257679,0.0324166,0.0427007,2.10689,-2.83617e-08,-0.00171766,1.30055,5800,1
stats,58,0.117552,44.3435,0.0187101,0.0648291,0.0993282,7.87586e+06,7.87702e+06,-50.9033,1265.74,-3.00693,23088.2,23021,-0.00786002,0.0203578,0.0319788,0.0387152,2.1332,-2.83617e-08,-0.00171766,1.30055,0.117552,44.3435,0.0187101,0.0648291,0.0993282,7.87586e+06,7.87702e+06,-50.9033,1265.74,-3.00693,23088.2,23021,-0.00786002,0.0203578,0.0319788,0.0387152,2.1332,-2.83617e-08,-0.00171766,1.30055,0.117552,44.3435,0.0187101,0.0648291,0.0993282,7.87586e+06,7.87702e+06,-50.9033,1265.74,-3.00693,23088.2,23021,-0.00786002,0.0203578,0.0319788,0.0387152,2.1332,-2.83617e-08,-0.00171766,1.30055,0.117552,44.3435,0.0187101,0.0648291,0.0993282,7.87586e+06,7.87702e+06,-50.9033,1265.74,-3.00693,23088.2,23021,-0.00786002,0.0203578,0.0319788,0.0387152,2.1332,-2.83617e-08,-0.00171766,1.30055,1,0.117552,44.3435,0.0187101,0.0648291,0.0993282,7.87586e+06,7.87702e+06,-50.9033,1265.74,-3.00693,23088.2,23021,-0.00786002,0.0203578,0.0319788,0.0387152,2.1332,-2.83617e-08,-0.00171766,1.30055,0.117552,44.3435,0.0187101,0.0648291,0.0993282,7.87586e+06,7.87702e+06,-50.9033,1265.74,-3.00693,23088.2,23021,-0.00786002,0.0203578,0.0319788,0.0387152,2.1332,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117552,44.3435,0.0187101,0.0648291,0.0993282,7.87586e+06,7.87702e+06,-50.9033,1265.74,-3.00693,23088.2,23021,-0.00786002,0.0203578,0.0319788,0.0387152,2.1332,-2.83617e-08,-0.00171766,1.30055,5900,1
stats,59,0.118241,44.1705,0.0186834,0.0652472,0.0999047,7.87553e+06,7.87669e+06,-50.7601,1259.84,-2.88418,23087.2,23021.7,-0.00305993,-0.00327914,0.031237,0.0315573,2.01283,-2.83617e-08,-0.00171766,1.30055,0.118241,44.1705,0.0186834,0.0652472,0.0999047,7.87553e+06,7.87669e+06,-50.7601,1259.84,-2.88418,23087.2,23021.7,-0.00305993,-0.00327914,0.031237,0.0315573,2.01283,-2.83617e-08,-0.00171766,1.30055,0.118241,44.1705,0.0186834,0.0652472,0.0999047,7.87553e+06,7.87669e+06,-50.7601,1259.84,-2.88418,23087.2,23021.7,-0.00305993,-0.00327914,0.031237,0.0315573,2.01283,-2.83617e-08,-0.00171766,1.30055,0.118241,44.1705,0.0186834,0.0652472,0.0999047,7.87553e+06,7.87669e+06,-50.7601,1259.84,-2.88418,23087.2,23021.7,-0.00305993,-0.00327914,0.031237,0.0315573,2.01283,-2.83617e-08,-0.00171766,1.30055,1,0.118241,44.1705,0.0186834,0.0652472,0.0999047,7.87553e+06,7.87669e+06,-50.7601,1259.84,-2.88418,23087.2,23021.7,-0.00305993,-0.00327914,0.031237,0.0315573,2.01283,-2.83617e-08,-0.00171766,1.30055,0.118241,44.1705,0.0186834,0.0652472,0.0999047,7.87553e+06,7.87669e+06,-50.7601,1259.84,-2.88418,23087.2,23021.7,-0.00305993,-0.00327914,0.031237,0.0315573,2.01283,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118241,44.1705,0.0186834,0.0652472,0.0999047,7.87553e+06,7.87669e+06,-50.7601,1259.84,-2.88418,23087.2,23021.7,-0.00305993,-0.00327914,0.031237,0.0315573,2.01283,-2.83617e-08,-0.00171766,1.30055,6000,1
stats,60,0.119055,44.373,0.0187578,0.065759,0.10059,7.87534e+06,7.87653e+06,-50.6715,1255.94,-2.86552,23086.7,23022.1,0.00618805,0.0198851,0.0317614,0.0379802,1.98766,-2.83617e-08,-0.00171766,1.30055,0.119055,44.373,0.0187578,0.065759,0.10059,7.87534e+06,7.87653e+06,-50.6715,1255.94,-2.86552,23086.7,23022.1,0.00618805,0.0198851,0.0317614,0.0379802,1.98766,-2.83617e-08,-0.00171766,1.30055,0.119055,44.373,0.0187578,0.065759,0.10059,7.87534e+06,7.87653e+06,-50.6715,1255.94,-2.86552,23086.7,23022.1,0.00618805,0.0198851,0.0317614,0.0379802,1.98766,-2.83617e-08,-0.00171766,1.30055,0.119055,44.373,0.0187578,0.065759,0.10059,7.87534e+06,7.87653e+06,-50.6715,1255.94,-2.86552,23086.7,23022.1,0.00618805,0.0198851,0.0317614,0.0379802,1.98766,-2.83617e-08,-0.00171766,1.30055,1,0.119055,44.373,0.0187578,0.065759,0.10059,7.87534e+06,7.87653e+06,-50.6715,1255.94,-2.86552,23086.7,23022.1,0.00618805,0.0198851,0.0317614,0.0379802,1.98766,-2.83617e-08,-0.00171766,1.30055,0.119055,44.373,0.0187578,0.065759,0.10059,7.87534e+06,7.87653e+06,-50.6715,1255.94,-2.86552,23086.7,23022.1,0.00618805,0.0198851,0.0317614,0.0379802,1.98766,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119055,44.373,0.0187578,0.065759,0.10059,7.87534e+06,7.87653e+06,-50.6715,1255.94,-2.86552,23086.7,23022.1,0.00618805,0.0198851,0.0317614,0.0379802,1.98766,-2.83617e-08,-0.00171766,1.30055,6100,1
stats,61,0.118369,43.8036,0.0186831,0.064944,0.100014,7.87509e+06,7.8763e+06,-51.4383,1279.84,-2.93185,23086,23019.4,-0.0170576,0.0153826,0.0319112,0.0393181,2.07375,-2.83617e-08,-0.00171766,1.30055,0.118369,43.8036,0.0186831,0.064944,0.100014,7.87509e+06,7.8763e+06,-51.4383,1279.84,-2.93185,23086,23019.4,-0.0170576,0.0153826,0.0319112,0.0393181,2.07375,-2.83617e-08,-0.00171766,1.30055,0.118369,43.8036,0.0186831,0.064944,0.100014,7.87509e+06,7.8763e+06,-51.4383,1279.84,-2.93185,23086,23019.4,-0.0170576,0.0153826,0.0319112,0.0393181,2.07375,-2.83617e-08,-0.00171766,1.30055,0.118369,43.8036,0.0186831,0.064944,0.100014,7.87509e+06,7.8763e+06,-51.4383,1279.84,-2.93185,23086,23019.4,-0.0170576,0.0153826,0.0319112,0.0393181,2.07375,-2.83617e-08,-0.00171766,1.30055,1,0.118369,43.8036,0.0186831,0.064944,0.100014,7.87509e+06,7.8763e+06,-51.4383,1279.84,-2.93185,23086,23019.4,-0.0170576,0.0153826,0.0319112,0.0393181,2.07375,-2.83617e-08,-0.00171766,1.30055,0.118369,43.8036,0.0186831,0.064944,0.100014,7.87509e+06,7.8763e+06,-51.4383,1279.84,-2.93185,23086,23019.4,-0.0170576,0.0153826,0.0319112,0.0393181,2.07375,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118369,43.8036,0.0186831,0.064944,0.100014,7.87509e+06,7.8763e+06,-51.4383,1279.84,-2.93185,23086,23019.4,-0.0170576,0.0153826,0.0319112,0.0393181,2.07375,-2.83617e-08,-0.00171766,1.30055,6200,1
stats,62,0.117934,44.3907,0.0187298,0.0649132,0.0996506,7.87465e+06,7.87583e+06,-51.8295,1293.93,-2.97445,23084.7,23018.1,-0.0110097,0.0164596,0.0316588,0.0373418,2.132,-2.83617e-08,-0.00171766,1.30055,0.117934,44.3907,0.0187298,0.0649132,0.0996506,7.87465e+06,7.87583e+06,-51.8295,1293.93,-2.97445,23084.7,23018.1,-0.0110097,0.0164596,0.0316588,0.0373418,2.132,-2.83617e-08,-0.00171766,1.30055,0.117934,44.3907,0.0187298,0.0649132,0.0996506,7.87465e+06,7.87583e+06,-51.8295,1293.93,-2.97445,23084.7,23018.1,-0.0110097,0.0164596,0.0316588,0.0373418,2.132,-2.83617e-08,-0.00171766,1.30055,0.117934,44.3907,0.0187298,0.0649132,0.0996506,7.87465e+06,7.87583e+06,-51.8295,1293.93,-2.97445,23084.7,23018.1,-0.0110097,0.0164596,0.0316588,0.0373418,2.132,-2.83617e-08,-0.00171766,1.30055,1,0.117934,44.3907,0.0187298,0.0649132,0.0996506,7.87465e+06,7.87583e+06,-51.8295,1293.93,-2.97445,23084.7,23018.1,-0.0110097,0.0164596,0.0316588,0.0373418,2.132,-2.83617e-08,-0.00171766,1.30055,0.117934,44.3907,0.0187298,0.0649132,0.0996506,7.87465e+06,7.87583e+06,-51.8295,1293.93,-2.97445,23084.7,23018.1,-0.0110097,0.0164596,0.0316588,0.0373418,2.132,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117934,44.3907,0.0187298,0.0649132,0.0996506,7.87465e+06,7.87583e+06,-51.8295,1293.93,-2.97445,23084.7,23018.1,-0.0110097,0.0164596,0.0316588,0.0373418,2.132,-2.83617e-08,-0.00171766,1.30055,6300,1
stats,63,0.116717,44.6293,0.0187956,0.0651129,0.0986263,7.87494e+06,7.87614e+06,-51.6039,1285.78,-2.89044,23085.5,23018.8,0.0183982,0.00624049,0.0320408,0.0374707,2.04716,-2.83617e-08,-0.00171766,1.30055,0.116717,44.6293,0.0187956,0.0651129,0.0986263,7.87494e+06,7.87614e+06,-51.6039,1285.78,-2.89044,23085.5,23018.8,0.0183982,0.00624049,0.0320408,0.0374707,2.04716,-2.83617e-08,-0.00171766,1.30055,0.116717,44.6293,0.0187956,0.0651129,0.0986263,7.87494e+06,7.87614e+06,-51.6039,1285.78,-2.89044,23085.5,23018.8,0.0183982,0.00624049,0.0320408,0.0374707,2.04716,-2.83617e-08,-0.00171766,1.30055,0.116717,44.6293,0.0187956,0.0651129,0.0986263,7.87494e+06,7.87614e+06,-51.6039,1285.78,-2.89044,23085.5,23018.8,0.0183982,0.00624049,0.0320408,0.0374707,2.04716,-2.83617e-08,-0.00171766,1.30055,1,0.116717,44.6293,0.0187956,0.0651129,0.0986263,7.87494e+06,7.87614e+06,-51.6039,1285.78,-2.89044,23085.5,23018.8,0.0183982,0.00624049,0.0320408,0.0374707,2.04716,-2.83617e-08,-0.00171766,1.30055,0.116717,44.6293,0.0187956,0.0651129,0.0986263,7.87494e+06,7.87614e+06,-51.6039,1285.78,-2.89044,23085.5,23018.8,0.0183982,0.00624049,0.0320408,0.0374707,2.04716,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116717,44.6293,0.0187956,0.0651129,0.0986263,7.87494e+06,7.87614e+06,-51.6039,1285.78,-2.89044,23085.5,23018.8,0.0183982,0.00624049,0.0320408,0.0374707,2.04716,-2.83617e-08,-0.00171766,1.30055,6400,1
stats,64,0.118639,44.5515,0.0187956,0.0658865,0.100246,7.87473e+06,7.87591e+06,-51.1793,1271.24,-2.86847,23084.9,23020.5,-0.00996366,0.0144057,0.0323127,0.0367548,2.00746,-2.83617e-08,-0.00171766,1.30055,0.118639,44.5515,0.0187956,0.0658865,0.100246,7.87473e+06,7.87591e+06,-51.1793,1271.24,-2.86847,23084.9,23020.5,-0.00996366,0.0144057,0.0323127,0.0367548,2.00746,-2.83617e-08,-0.00171766,1.30055,0.118639,44.5515,0.0187956,0.0658865,0.100246,7.87473e+06,7.87591e+06,-51.1793,1271.24,-2.86847,23084.9,23020.5,-0.00996366,0.0144057,0.0323127,0.0367548,2.00746,-2.83617e-08,-0.00171766,1.30055,0.118639,44.5515,0.0187956,0.0658865,0.100246,7.87473e+06,7.87591e+06,-51.1793,1271.24,-2.86847,23084.9,23020.5,-0.00996366,0.0144057,0.0323127,0.0367548,2.00746,-2.83617e-08,-0.00171766,1.30055,1,0.118639,44.5515,0.0187956,0.0658865,0.100246,7.87473e+06,7.87591e+06,-51.1793,1271.24,-2.86847,23084.9,23020.5,-0.00996366,0.0144057,0.0323127,0.0367548,2.00746,-2.83617e-08,-0.00171766,1.30055,0.118639,44.5515,0.0187956,0.0658865,0.100246,7.87473e+06,7.87591e+06,-51.1793,1271.24,-2.86847,23084.9,23020.5,-0.00996366,0.0144057,0.0323127,0.0367548,2.00746,-2.83617e-08,-0.00171766,1.30055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118639,44.5515,0.0187956,0.0658865,0.100246,7.87473e+06,7.87591e+06,-51.1793,1271.24,-2.86847,23084.9,23020.5,-0.00996366,0.0144057,0.0323127,0.0367548,2.00746,-2.83617e-08,-0.00171766,1.30055,6500,1
